CODART;BARRAS;NOMBRE;EXIS;PRECIO
364212;9789875868557;REGLAMENTO DE HOCKEY;17;1232,191
364213;9789876747059;DICCIONARIO ESCOLAR ARTEMISA;0;650,000
364214;9789876742238;ED.ARTEMISA MANDALAS AIRE;28;535,295
364215;9789876742214;ED.ARTEMISA MANDALAS TIERRA;16;535,295
364216;9789876742221;ED.ARTEMISA MANDALAS FUEGO;25;535,295
364217;9789876742207;ED.ARTEMISA MANDALAS AGUA;27;535,295
364218;9789876745437;ED.ARTEMISA MANDALAS P/PINTAR ANIMA;1;1650,340
364219;9789876745444;ED.ARTEMISA MANDALAS P/PINTAR MARIP;1;1650,340
364220;9789876746953;ED.ARTEMISA REFUGIO DE ALEGRIA;-1;2399,340
364221;9789876746960;ED.ARTEMISA REFUGIO DE QUIETUD;2;2399,340
364222;9789871952571;REVISTA P/RECORTAR FECHAS PATRIAS;47;768,522
364223;;LIBRO DIJO...DICEN... QUE DIJERON;-1;120,000
364224;9789874610607;LIBRO CACTUS Y SUCULENTAS;0;12396,789
364225;9789876376495;LIBRO DIBUJOS MAGICOS ANIMALES;0;12689,627
364226;9789876376396;LIBRO TU GUIA DE LA NATURALEZA;0;12347,982
364227;9789876376136;ED.CATAPULTA  EL BOSQUE OCULTO SCRA;0;12495,676
364228;9782733897140;ED.AUZOU NATURALEZA Y LOS ANIMALES;-3;5890,819
364229;9789876372411;LIBRO DIVIERTETE DIBUJANDO;-1;19034,439
364230;9789876374095;LIBRO PINTA CON MILO TODO EL AÐO;0;3172,408
364231;9789873676143;ED.LIBRUM SECRETOS BAJO EL MAR SCRA;2;12396,789
364232;9789874610690;LIBRO 160 CULTIVOS DE LA HUERTA;0;12396,789
364233;9789876373494;ED.LIBRUM EL PRINCIPITO BY GATURRO;0;5368,688
364234;9789876373487;ED.LIBRUM EL PRINCIPITO ANTOINE DE;4;4056,467
364235;9789876372909;LIBRO TU GUIA DE SUPERVIVENCIA;0;12347,982
364236;9782733850398;LIBRO PIRATAS;-7;6491,233
364237;9789876376358;ED.CATAPULTA LETRAS CREATIVAS SCRAT;2;10651,077
364238;9789871078585;LIBRO PLASTIFORMAS SHERRI HAA;-1;9517,221
364239;9789876373500;LIBRO TU GUIA DEL EXPLORADOR;0;12347,982
364240;9782733850374;ED.AUZOU PRINCESAS Y HADAS;-1;5408,623
364241;9789876376297;LIBRO DECORA ESTE DIARIO;0;15278,480
364242;9789876376341;ED.CATAPULTA EL JARDIN SILVESTRE SC;5;10413,064
364243;9782733850367;ED.AUZOU EL COLEGIO;-7;5890,819
364244;107176;LIBRO VERTICE 5990;3;72,000
364245;107190;LIBRO VERTICE PROMO;3;60,000
364246;9789877531701;LIBRO DISNEY LATA GRANDE;0;300,000
364247;;LIBRO DISNEY DE LUJO;0;158,000
364248;9789877532968;LIBRO VERTICE MAXI COLORES;-1;132,000
364249;9789877533019;LIBRO VERTICE MAXI JUEGOS;-1;158,000
364250;;LIBRO VERTICE ULTRA COLOUR;0;220,000
364251;9789877535907;LIBRO VERTICE ULTRA STICKERS;0;180,000
364252;9789877535518;LIBRO DISNEY LATA CHICA TIN BOOK;2;265,000
364253;9788490050552;ED.INFANTIL APRENDO JUGANDO;2;3000,000
364254;9788479718312;ED.INFANTIL CUADERNO DE CUENTAS;5;3000,000
364255;9789871040568;ED.INFANTIL ESCRIBO CON STICKERS;10;3000,000
364256;;ED.INFANTIL MINICUENTOS;-1;480,000
364257;9789871040230;ED.INFANTIL PINTANDO;3;1200,000
364258;9789877461244;ED.INFANTIL MINI MANOS 3;-1;480,000
364259;9788479718725;ED.INFANTIL DINOLAND;9;2500,000
364260;9788467729573;ED.INFANTIL C/SUSAETA CASTILLOS DE;0;2700,000
364261;9788467729566;ED.INFANTIL C/SUSAETA FIESTA DE BRU;0;2700,000
364262;9788467729658;ED.INFANTIL C/SUSAETA LA BELLA DURM;0;2700,000
364263;9788467729641;ED.INFANTIL C/SUSAETA PULGARCITO;0;2700,000
364264;9788467748604;ED.INFANTIL C/SUSAETA HIST.DE AVION;1;2700,000
364265;9788467729672;ED.INFANTIL C/SUSAETA HIST.DE DRAGO;0;2700,000
364266;9788467729719;ED.INFANTIL C/SUSAETA LA SIRENITA;0;2700,000
364267;9788467747706;ED.INFANTIL MUNDO DE LOS DINOSAURIO;0;3700,000
364268;9788467721805;ED.INFANTIL C/SUSAETA LAZARILLO DE;0;2700,000
364269;9788467747713;ED.INFANTIL C/SUSAETA MIGUEL STROGO;0;2700,000
364270;9788467721836;ED.INFANTIL C/SUSAETA SANDOKAN;0;2700,000
364271;9788467721850;ED.INFANTIL C/SUSAETA UN CAPITAN DE;0;2700,000
364272;9788467750508;ED.INFANTIL C/SUSAETA CUEN.DE TERRO;0;2700,000
364273;9788467722147;ED.INFANTIL C/SUSAETA DE LA TIERRA;0;2700,000
364274;9788467722123;ED.INFANTIL C/SUSAETA DRACULA;0;2700,000
364275;9788467739886;ED.INFANTIL C/SUSAETA JANE AYRE;1;2700,000
364276;9789877461213;ED.INFANTIL DELETREO EN CURSIVA;0;3000,000
364277;9789871952564;REVISTA P/RECORTAR CUERPO HUMANO;4;768,522
364278;9789871952557;REVISTA P/RECORTAR LOS SERES VIVOS;4;768,522
364279;9789501180404;ED.SIGMAR ENTRETENIDOS;1;4200,954
364280;9789501181982;LIBRO MARGARITA;0;5309,539
364281;9789501185973;ED.SIGMAR CLASICOS EN MANDALAS;2;10794,118
364282;9789686321289;DICCIONARIO SIN/ANT.OCEANO CONCIS;100;4819,650
364283;9789501183313;ED.SIGMAR MEZCLA HISTORIAS;0;5448,300
364284;9789501185355;ED.SIGMAR ESCONDIDOS;0;12252,782
364285;9789501182309;ED.SIGMAR RECUERDOS DE MI BEBE;-4;6286,500
364286;9789501182507;ED.SIGMAR VARITA MAGICA;3;350,000
364287;9789501183696;LIBRO MIS PRINCESAS;35;3034,022
364288;9789871815876;LIBRO CUENTOS DE LA SELVA;-1;165,000
364289;9789501112641;LIBRO EL FANTASMA DE CANTERVILLE;2;6126,391
364290;9789506030612;ED.BETINA YO TRAZO LAS LETRAS;0;230,888
364291;9789506030605;ED.BETINA YO TRAZO LOS NUMEROS;0;230,888
364292;9789506033125;ED.BETINA MAGIGRAFIA MINUSCULAS;0;783,619
364293;9789506033132;ED.BETINA MAGIGRAFIA MINUSCULAS IMP;0;783,619
364294;9789506033149;ED.BETINA MAGIGRAFIA GRAFISMOS;0;783,619
364295;9789506033101;ED.BETINA MAGIGRAFIA MAYUSCULAS;0;783,619
364296;9789506033118;ED.BETINA MAGIGRAFIA NUMEROS;0;783,619
364297;9789506033170;ED.BETINA EL PRICIPITO T/D.CO;0;1287,374
364298;9789506032692;ED.BETINA LOS BLOQUES DE LA JIRAFA;0;1262,187
364299;9789506032708;ED.BETINA LOS BLOQUES DE LA JIRAFA;0;1262,187
364300;9789506032364;ED.BETINA EL MAG.MUNDO DE LOS ANIMA;0;1594,665
364301;9789506033156;ED.BETINA LOS BLOQUES DEL HIPOPOTAM;0;1262,187
364302;9789506033248;ED.BETINA UNO CON OTRO LAS FORMAS;0;855,824
364303;9789506033255;ED.BETINA UNO CON OTRO LOS BICHITOS;0;855,824
364304;9789506033231;ED.BETINA UNO CON OTRO LOS COLORES;0;855,824
364305;9789506033224;ED.BETINA UNO CON OTRO LOS OPUESTOS;0;855,824
364306;978956032593;ED.BETINA CLASICOS BRILLANTES;1;708,056
364307;978956032586;ED.BETINA FABULAS BRILLANTES;0;708,056
364308;978956032937;ED.BETINA HADAS BRILLANTES;1;708,056
364309;9789506032036;ED.BETINA MAQUICOLORES;0;258,336
364310;9789506032012;ED.BETINA PINTANDO DINOSAURIOS;1;226,044
364311;9789506032128;ED.BETINA LOCOLOREAMOS;12;172,224
364312;9789506033347;ED.BETINA PINTORCITO;1;184,710
364313;9789506032449;ED.BETINA MANDALAS MULTICOLOR;2;495,144
364314;9789506032609;ED.BETINA MANDALAS BLACK;1;839,592
364315;9789877537260;LIBRO PINTEMOS VERTICE;1;260,000
364316;9789877537277;LIBRO FASHION VERTICE;0;170,000
364317;9789877537321;LIBRO PINTA VERTICE;1;195,000
364318;9789877537246;LIBRO 1000 STICKERS VERTICE;-1;230,000
364319;9789877537239;LIBRO SUPER COLORES Y JUEGOS VERTIC;0;190,000
364320;9789877537307;LIBRO COLORES Y JUEGOS VERTICE;3;125,000
364321;9789877537284;LIBRO MEGA COLORES Y JUEGOS VERTICE;1;220,000
364322;9789877535433;LIBRO ULTRA SCENES VERTICE;0;210,000
364323;9789877533002;LIBRO SUPER MINI JUEGOS VERTICE;6;260,000
364324;9789501183344;LIBRO ACTIMANIA;0;52,000
364325;9789501182200;ED.SIGMAR PINTAR MANDALAS;1;908,050
364326;9789501185515;LIBRO MIS AVENTURAS;14;20,000
364327;9789501312751;DICCIONARIO ESCOLAR KAPELUSZ;3;3556,000
364328;9789501185775;LIBRO JUMBOCOLOR;0;85,000
364329;9789501185171;ED.SIGMAR MIS ANIMALITOS IMP.MAY.;17;130,000
364330;9789876372855;LIBRO ARTE CON TROQUELES INSECTOS;0;11246,659
364331;9789876376679;ED.CATAPULTA HUELLAS ANIMALES OPUES;11;8799,310
364332;9789876372817;LIBRO BENJAMIN BUSCA SU PELOTA;0;10185,653
364333;9789876372824;LIBRO JOPI QUIERE JUGAR;0;10185,653
364334;9789876375436;ED.CATAPULTA MIRA COMO TE AMO;5;12793,193
364335;9789876375443;ED.CATAPULTA MIRA ES PAPA;11;12793,193
364336;9782733850251;ED.AUZOU MI MALETITA PARA APRENDER;-3;15278,463
364337;9782733859865;LIBRO MI MALETITA PARA APRENDER 2;-4;15278,480
364338;9782733850237;ED.AUZOU MI COFRE DE ANIMALES GRANJ;-1;15278,480
364339;9782733850176;LIBRO 48 LABERINTAOS AL RED.DEL MUN;-3;10185,653
364340;9782733858233;LIBRO BUSCA Y ENCUENTRA LOS ANIMALE;-1;10185,653
364341;9782733850190;LIBRO BUSCA Y ENCUENTRA P/LOS MA;-2;10253,848
364342;9782733850183;LIBRO BUSCA Y ENCUENTRA LAS DIFEREN;-2;10185,653
364343;9782733858479;ED.AUZOU CAPERUCITA ROJA;1;12495,676
364344;9782733857861;ED.AUZOU 45 JUEGOS DE ANIMALES;-3;5822,701
364345;9782733850213;ED.AUZOU JUEGOS MIENTRAS ESPERO;-3;5822,701
364346;9782733857854;ED.AUZOU JUEGOS DE PASEO;-2;5822,701
364347;9782733850206;ED.AUZOU JUEGOS DE VIAJE;-1;5822,701
364348;9782733862025;ED.CATAPULTA EL MUNDO;0;12689,627
364349;9789876376471;ED.CATAPULTA EL PRINCIPITO PUZZLE;2;8991,836
364350;9789876375023;LIBRO GRAFITI CREA ARTE URBANO;2;8700,246
364351;9782733850220;ED.AUZOU LAS FRUTAS;1;12689,627
364352;9782733858493;ED.CATAPULTA LOS TRES CERDITOS;1;11458,861
364353;9789876376549;ED.CATAPULTA MI PRIM.LIB.DE PASTELE;0;29226,296
364354;9782733858462;ED.CATAPULTA PINOCHO;0;11458,861
364355;9782733858486;ED.CATAPULTA RICITOS DE OROR Y LOS;0;11458,861
364356;9789876373715;ED.CATAPULTA ABREMENTE FORMAS;0;9124,648
364357;9789876373708;ED.CATAPULTA ABREMENTE GRAFISMOS;0;9124,648
364358;9789876372732;ED.CATAPULTA ABREMENTE IMPRENTA MAY;0;9124,648
364359;9789876694322;ED.RUY DIAZ PINTO Y APRENDO NUMEROS;1;732,185
364360;9789876694339;ED.RUY DIAZ MANDALAS P/EL DISFRUTE;0;470,476
364361;9789876694346;ED.RUY DIAZ MANDALAS P/CONCENTRACIO;1;470,476
364362;9789876694353;ED.RUY DIAZ MANDALAS P/RELAJACION;-1;470,476
364363;9789876694360;ED.RUY DIAZ MANDALAS P/CREATIVIDAD;-1;470,476
364364;;ED.RUY DIAZ LA COCINA CASERA DE BLA;0;2265,254
364365;9789879361832;DICCIONARIO ESCOLAR LAPRIDA;10;3015,190
364366;9789877052411;LIBRO LAS AVENTURAS DE HUGO EL PAVO;0;7951,376
364367;9789873201264;ED.GUADAL LEYENDAS LATINOAMERICANAS;0;7951,376
364368;9789877515343;LIBRO SUPERNENITOS;1;7951,376
364369;9789877511048;LIBRO ANTES DEL METEORITO;0;7951,376
364370;9789877511024;LIBRO INSECTOLANDIA;0;7951,376
364371;9789877053425;LIBRO CARAS ANIMADAS;2;3211,133
364372;9789877514247;LIBRO TOCO Y DESCUBRO;0;5046,066
364373;9789877514872;LIBRO LEYENDAS DEL MUNDO;0;7951,376
364374;9789877515800;LIBRO SUEÐOS MAGICOS;0;4281,510
364375;9789877516784;LIBRO EL GRAN LIBRO PARA COLOREAR;0;2981,767
364376;9789877517675;LIBRO TERRORCITOS;0;7951,376
364377;9789877518542;LIBRO SUPERCOLORES PRINCESAS;0;2981,767
364378;9789877518566;ED.GUADAL SUPERCOLORES MASCOTAS REA;0;2981,767
364379;9789877518658;ED.GUADAL CUENTOS DEL REINO DE LOS;0;6575,176
364380;9789873993299;ED.GUADAL 101 CUENTOS;0;4663,788
364381;9789877518733;ED.GUADAL 1001 CUENTOS;-4;2905,311
364382;9789875797000;ED.GUADAL CUENTOS DE LA PRADERA;0;7951,376
364383;9789875799196;ED.GUADAL CUENTOS EN LA SELVA;0;7951,376
364384;9789876685351;ED.GUADAL TEATRO CUENTO;1;7951,376
364385;9789876686051;ED.GUADAL BOSQUE ENCANTADO;-1;7951,376
364386;978987579847;ED.GUADAL FABULAS DE ESOPO;0;7951,376
364387;9789875798854;ED.GUADAL CUENTOS DE LA PATAGONIA;0;7951,376
364388;9789873200526;ED.GUADAL CUENTOS DE LOS ANDES;1;7951,376
364389;8436026775295;ED.GUADAL SUPER ACTIVIDADES;2;3822,777
364390;9789876129084;ED.V&R ALBUM DE NUESTRO BB PRINCIPI;1;5783,318
364391;9789877474015;ED.V&R COLOR BLOCK MAND.ARTE JAPONE;1;2664,974
364392;9789877471748;ED.V&R COLOREANDING DIA DE LOS MUE;0;2060,913
364393;9789877474305;ED.V&R COLOREANDING LETTERING;0;2060,913
364394;9789877473841;ED.V&R COLOREANDING MEXICO II;0;2060,913
364395;9789877471779;ED.V&R COLOREANDING POSITIVO;0;2060,913
364396;9789877472639;LIBRO CRONICAS LUNARES P/COLOREAR;0;2676,577
364397;9789877471243;LIBRO DE DONDE VENGO EL ALBUM DE MI;2;5783,318
364398;9789877470680;LIBRO EL ALBUM DE MI PRIMERA COMUNI;0;5783,318
364399;9789876129305;LIBRO EL ALBUM DE MIS 15 AÐOS;0;5783,318
364400;9789877474046;ED.V&R EL BOSQUE ENCANTADO P/ART.;0;5971,516
364401;9789877472738;ED.V&R EL JARDIN SECRETO P/ART.;-1;5971,516
364402;9789877472646;LIBRO LA MAGIA DE LUNA;0;3441,314
364403;9789876747097;ED.ARTEMISA ABRE TUS HOJOS IMAGINA;3;2399,340
364404;9789876747127;ED.ARTEMISA EDGAR ALAN POE;0;1532,890
364405;9789875862395;LIBRO DOMINO EL DALMATA;2;515,023
364406;9789875862388;LIBRO PINGUIN EL PINGUINO;4;515,023
364407;9789875862371;LIBRO QUAGGA LA CEBRA;6;515,023
364408;9789875862364;LIBRO SICHUAN EL OSO PANDA;4;515,023
364409;;LIBRO FABULAS P/LEER Y PINTAR;74;257,511
364410;9789874929457;LIBRO GRANDU Y PEQUE;7;515,023
364411;9789874929464;LIBRO GRANDU AYUDA A ALI;13;515,023
364412;9789874929471;LIBRO MONICA NECESITA ANTEOJOS;16;515,023
364413;9789874929488;LIBRO UN NUEVO COMPAÐERO;10;515,023
364414;9789874928912;LIBRO PICTOCUENTOS LOS GRILLOS ALEG;7;257,511
364415;9789874929129;LIBRO PICTOCUENTOS TATON DE CAMPO Y;0;257,511
364416;9789874929136;LIBRO PICTOCUENTOS COMODITO EL RATO;-6;257,511
364417;9789874929143;LIBRO PICTOCUENTOS EL CAMELLO Y SUS;11;257,511
364418;9789874929150;LIBRO PICTOCUENTOS UN ELEFANTE TEST;1;257,511
364419;9789874929167;LIBRO PICTOCUENTOS UN LORO POCO PUN;-5;257,511
364420;9789874929174;LIBRO PICTOCUENTOS EL PULPO TIMIDO;-1;257,511
364421;9789874929181;LIBRO PICTOCUENTOS LAIGUANA ROSITA;5;257,511
364422;;ED.AMI BOOKS LIBRO CUENTOS DE LA GR;33;288,000
364423;;ED.AMI BOOKS LIBRO CUENTOS DEL OCEA;45;288,000
364424;9789874929327;LIBRO LEO Y PINTO UNA CARRERA ALECC;1;515,023
364425;9789874929303;LIBRO LEO Y PINTO EL CANTO DEL POLL;1;515,023
364426;9789874929297;LIBRO LEO Y PINTO EL LEON INVISIBLE;-1;515,023
364427;9789874929310;LIBRO LEO Y PINTO EL VESTIDO MAGICO;0;515,023
364428;9789874929228;LIBRO PINCELADITAS 1 CHANCHITO;8;651,442
364429;9789874929211;LIBRO PINCELADITAS 4 PERRITO;-52;651,442
364430;9789874929204;LIBRO PINCELADITAS 2 LEONCITO;-42;651,442
364431;9789874929198;LIBRO PINCELADITAS 3 PAJARITO;-1;651,442
364432;9789876376815;ED.CATAPULTA ABREMENTE DESAFIOS 6-7;3;5567,510
364433;9789876376860;ED.CATAPULTA ABREMENTE DESAFIOS 11-;7;5567,510
364434;9789876372985;LIBRO JOYAS METALICAS;0;15343,774
364435;9789876376846;ED.CATAPULTA ABREMENTE DESAFIOS 9-1;2;5567,510
364436;9789876371308;ED.CATAPULTA CREATURAS;1;12733,689
364437;9789876376808;ED.CATAPULTA ABREMENTE DESAFIOS 5-6;5;5567,510
364438;9789876377195;LIBRO SENTTIA LIMON;2;8814,508
364439;9789876377201;LIBRO SENTTIA CHCLO;3;8814,508
364440;9789876376778;ED.CATAPULTA ABREMENTE DESAFIOS 2-3;8;5567,510
364441;9789876376822;ED.CATAPULTA ABREMENTE DESAFIOS 7-8;5;5567,510
364442;9789876374149;ED.CATAPULTA MIRA EN LA NOCHE;0;12793,193
364443;9789876376839;ED.CATAPULTA ABREMENTE DESAFIOS 8-9;3;5567,510
364444;9789876372015;ED.CATAPULTA JOYAS DESLUMBRANTES;0;17553,450
364445;9789876377218;LIBRO SENTTIA PALTA;0;8814,508
364446;9789876376792;ED.CATAPULTA ABREMENTE DESAFIOS 4-5;6;5567,510
364447;9789876377188;LIBRO SENTTIA BERENJENA;2;8814,508
364448;9789876376686;ED.CATAPULTA QUIERO HACER ORIGAMI;0;16225,869
364449;9789876376785;ED.CATAPULTA ABREMENTE DESAFIOS 3-4;8;5567,510
364450;9789876377171;LIBRO SENTTIA FRUTILLA;2;8814,508
364451;9789876376853;ED.CATAPULTA ABREMENTE DESAFIOS 10-;6;5567,510
364452;9789876376655;LIBRO LEGO REACCIONES EN CADENA;0;18608,405
364453;9789876376631;LIBRO LEGO FILMA TU PROPIA PELICULA;1;18608,405
364454;9789876377225;LIBRO SENTTIA TOMATE;1;8814,508
364455;9789877539042;LIBRO SUPER COLOREA VERTICE FLOW PA;0;1600,000
364456;9789877539066;LIBRO SUPER JUEGOS VERTICE FLOW PAC;0;2040,000
364457;9789877539073;LIBRO MEGA PACK JUEGA Y COLOREA VER;1;1960,000
364458;9789877539110;LIBRO BLISTER CREA VERTICE;-1;1960,000
364459;9789877539141;LIBRO COLORING PAD VERTICE;3;1600,000
364460;9789877539165;LIBRO MAGICOS COLORES VERTICE;0;1840,000
364461;9789876693417;LIBRO EL FLAUTISTA DE HAMELIN;6;209,101
364462;9789876693424;LIBRO EL JOROBADO DE NOTRE DAME;7;209,101
364463;9789876693448;LIBRO EL PASTORCITO MENTIROSO;4;209,101
364464;9789876693455;ED.RUY DIAZ EL PRINCIPE Y EL MENDIG;3;209,101
364465;9789876693431;LIBRO JUAN Y LOS FRIJOLES MAGICOS;2;209,101
364466;9789876693400;LIBRO LA BELLA Y LA BESTIA;4;209,101
364467;9789876694421;ED.RUY DIAZ DINOSAURIOS;0;383,351
364468;9789876694438;LIBRO PRINCESAS;0;383,351
364469;9789876694445;LIBRO TRANSPORTES;-1;383,351
364470;9789876693516;CONSTITUCION NACIONAL;-1;175,315
364471;9789875160569;DICCIONARIO SIN/ANT.NEO;2;522,751
364472;9789509023925;DICCIONARIO NEO DE LA LENG.ESPAÐOLA;2;1858,624
364473;9789875160552;DICCIONARIO ING/ESP.NEO;0;1958,234
364474;9789509023956;DICCIONARIO NEO MINI DE LA LENG.ESP;101;1032,569
364475;9789876691260;ED.RUY DIAZ ANIMALES DE LA SELVA;5;575,784
364476;9789876691284;ED.RUY DIAZ ANIMALES MARINOS;14;575,784
364477;9789876691277;ED.RUY DIAZ JUGUETE MANIA;-1;575,784
364478;9789876691291;ED.RUY DIAZ NUMEROS MAGICOS;5;575,784
364479;9789876693387;LIBRO ALADINO;2;209,101
364480;9789876693394;LIBRO ALICIA EN EL PAIS DE LAS MARA;6;209,101
364481;9789876693660;ED.RUY DIAZ DINOSAURIOS P/PINTAR;0;331,076
364482;9789876693677;ED.RUY DIAZ ANIMALES P/PINTAR;1;331,076
364483;9789876694377;ED.RUY DIAZ PIN PON DE DINOSAURIOS;0;575,784
364484;9789876694384;ED.RUY DIAZ PIN PON DE LA GRANJA;2;575,784
364485;9789876694391;ED.RUY DIAZ PIN PON DE MONSTRUOS;5;575,784
364486;9789876694407;ED.RUY DIAZ PIN PON DE PRINCESAS;2;575,784
364487;9789876694414;LIBRO CACHORROS;1;383,351
364488;9789974885653;LIBRO DESCUBRIENDO LAS LETRAS;0;8363,520
364489;9789974744677;LIBRO HISTORIAS DE ANIMALES AKIN EL;0;7814,400
364490;9789974744684;LIBRO HISTORIAS DE ANIMALES KALU EL;-1;7814,400
364491;9789974744691;LIBRO HISTORIAS DE ANIMALES KUBU EL;0;7814,400
364492;9789974744707;LIBRO HISTORIAS DE ANIMALES UMI EL;0;7814,400
364493;9789974885158;LIBRO CUENTOS P/NIÐOS Y NIÐAS DE 1;1;12460,800
364494;9789974885165;LIBRO CUENTOS P/NIÐOS Y NIÐAS DE 2;0;12460,800
364495;9789974885172;LIBRO CUENTOS P/NIÐOS Y NIÐAS DE 3;0;12460,800
364496;9789974885189;LIBRO CUENTOS P/NIÐOS Y NIÐAS DE 4;0;12460,800
364497;9789974885875;LIBRO LUNA AZUL TERNURA A LA LUZ DE;0;12460,800
364498;9789974885936;LIBRO LUNA AZUL TERNURA EL PINGUINO;0;12460,800
364499;9789974885943;LIBRO LUNA AZUL TERNURA LA MEJOR MA;0;12460,800
364500;9789974885950;LIBRO LUNA AZUL TERNURA LOS AMO MAS;0;12460,800
364501;9789974885141;LIBRO MIS PRIMEROS TRAZOS;0;8363,520
364502;9789974728912;LIBRO JUGANDO CON LOS ANIM.EL MAR;0;8363,520
364503;9789974728929;LIBRO JUGANDO CON LOS ANIM.LA GRANJ;0;8363,520
364504;9789974728936;LIBRO JUGANDO CON LOS ANIM.LA JUNGL;0;8363,520
364505;9789974728943;LIBRO JUGANDO CON LOS ANIM.MASCOTAS;0;8363,520
364506;9789974744929;LIBRO 365 MOTIVOS ACTIV.DIVERTIDAS;0;9292,800
364507;9789974744936;LIBRO 365 MOTIVOS ACTIV.FABULOSAS;0;9292,800
364508;9789974744943;LIBRO 365 MOTIVOS P/COLOREAR ROSA;0;9292,800
364509;9789974744950;LIBRO 365 MOTIVOS P/PINTAR VERDE;1;9292,800
364510;9789974744233;LIBRO LIBRO BEBE CELESTE;0;30201,600
364511;9789974744240;LIBRO LIBRO BEBE ROSA;0;30201,600
364512;9789974697799;LIBRO A DIBUJAR ANIMALES DE LA SELV;0;16262,400
364513;9789974710122;LIBRO CUENTOS PELUCHE UN OSO MAÐOSO;1;23738,880
364514;9789974710139;LIBRO CUENTOS PELUCHE UN PATO SALVA;0;23738,880
364515;9789874108067;LIBRO KIT DE ARTE RELAX RELAJACION;0;10560,000
364516;9789874108074;LIBRO KIT DE ARTE RELAX VITALIDAD;0;10560,000
364517;9789974738638;LIBRO DE VISITA A LA GRANJA;0;7392,000
364518;9789974738652;ED.CYPRES DE VISITA A LOS DINOSAURI;0;7392,000
364519;9789974738645;LIBRO DE VISITA A LA SELVA;0;7392,000
364520;9789974738669;LIBRO DE VISITA AL FONDO DEL MAR;0;7392,000
364521;9789974738973;LIBRO CUENTOS CON TEXTURAS EL GRAN;0;14150,400
364522;9789974738980;LIBRO CUENTOS CON TEXTURAS TOBY APR;0;14150,400
364523;9789974738997;LIBRO CUENTOS CON TEXTURAS UN CAMBI;0;14150,400
364524;9789974744004;LIBRO CUENTOS CON TEXTURAS UNA VISI;1;14150,400
364525;9789974744837;LIBRO MANOTAS BERTA VIOLETA;-1;24288,000
364526;9789974744844;LIBRO MANOTAS POLY PULPO;0;24288,000
364527;9789974805408;LIBRO MONEDITAS EL AMOR;1;6336,000
364528;9789974805415;LIBRO MONEDITAS LA AMABILIDAD;1;6336,000
364529;9789974805422;LIBRO MONEDITAS LA HONESTIDAD;1;6336,000
364530;9789974805439;LIBRO MONEDITAS LA PERSEVERANCIA;0;6336,000
364531;9789974679702;LIBRO MONEDITAS LA RESPONSABILIDAD;0;6336,000
364532;9789974679719;LIBRO MONEDITAS LA GENEROSIDAD;1;6336,000
364533;9789974679726;LIBRO MONEDITAS LA TOLERANCIA;1;6336,000
364534;9789874108043;LIBRO COLORE ARTE VIAJES DE ENSUEÐO;0;8279,040
364535;9789874108050;LIBRO COLORE ARTE VERGEL INSPIRADOR;-1;8279,040
364536;9789876747271;ED.ARTEMISA HACIENDO CAMINITO CURSI;3;2764,954
364537;9789876742443;ED.ARTEMISA EL REY Y LA REBELIO DE;15;1806,436
364538;9789876742436;ED.ARTEMISA LA PRINCESA DE PAPEL;12;1806,436
364539;9789876742450;ED.ARTEMISA LA REINA DE LAS ABEJAS;10;1806,436
364540;9789876747196;LIBRO HACIENDO CAMINITO MAYUSCULA;0;1727,543
364541;9789876747332;ED.ARTEMISA HACIENDO CAMINITO NUM.1;0;1727,543
364542;9789876747172;ED.ARTEMISA PINTEMOS ANIMALITOS;-2;700,455
364543;9789876747165;ED.ARTEMISA PINTEMOS MASCOTITAS;0;700,455
364544;9789876743709;ED.ARTEMISA FLORES Y FANTASIAS;4;479,259
364545;9789876743686;ED.ARTEMISA ANIMALES Y ANIMALITOS;7;479,259
364546;9789876743693;ED.ARTEMISA ASTROS Y ESTRELLAS;5;479,259
364547;9789876743716;ED.ARTEMISA MAGOS Y DRAGONES;20;479,259
364548;9789876377386;ED.CATAPULTA ARTE EN TUS MANOS;1;15173,321
364549;9789876377560;LIBRO AUDREY HEPBURN;0;10045,023
364550;9789876376693;ED.CATAPULTA EL ESPACIO;2;10413,064
364551;9789876377249;ED.CATAPULTA ARTY M. ARTY M.PINTA C;0;18136,846
364552;9789876377461;LIBRO ANTOINE DE SAINT EXUPERY;0;10045,023
364553;9789876376723;ED.CATAPULTA LA CIUDAD;5;10413,064
364554;9789506031626;ED.BETINA MI PEQUEÐO CUENTO;0;139,932
364555;9789506030964;ED.BETINA RINCON DE FABULAS;0;209,898
364556;9789506032470;ED.BETINA EL PRINCIPITO;0;965,531
364557;9789506033354;ED.BETINA LLENO DE COLORES;0;193,752
364558;9789506033187;ED.BETINA RUEDA DE COLORES DINOSAUR;0;909,558
364559;9789506033200;ED.BETINA RUEDA DE COLORES PRINCESA;0;909,558
364560;9789506033217;ED.BETINA RUEDA DE COLORES HADAS;0;909,558
364561;9789506033194;ED.BETINA RUEDA DE COLORES PIRATAS;0;909,558
364562;9789506033361;ED.BETINA CASTILLO DE PRINCESAS;0;209,898
364563;9789506031381;ED.BETINA SUMO RESTO Y JUEGO;3;268,669
364564;9789506033408;ED.BETINA TRAZACADABRA MAGO AMARILL;0;783,619
364565;9789506033385;ED.BETINA TRAZACADABRA MAGO VERDE;0;783,619
